rownames,district,school,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math
361,66779,Alta-Dutch Flat Union Elementary,Placer,KK-08,208,11.0,9.389699936,32.86380005,21,5388.17041,13.44299984,0.0,680.5,666.5999756
362,68353,San Pasqual Union Elementary,San Diego,KK-08,379,23.10000038,2.902400017,22.16360092,29,5133.827148,15.18000031,22.69129372,670.5,676.5999756
363,61911,Latrobe Elementary,El Dorado,KK-08,145,9.300000191,6.20690012,0.0,27,5346.15625,19.11700058,0.0,670.5,677.2999878
364,66407,Union Hill Elementary,Nevada,KK-08,706,37.74000168,2.593699932,23.05480003,103,4789.309082,13.71199989,0.1416430622,676.0,672.5
365,70961,Twin Hills Union Elementary,Sonoma,KK-08,878,47.90000153,1.375,15.75,105,5329.782227,17.50799942,2.733485222,681.0,669.7999878
366,62976,Pacific Union Elementary,Humboldt,KK-08,594,33.18000031,12.26889992,25.37820053,75,5371.172852,11.83399963,1.68350172,683.0,668.4000244
367,71696,Douglas City Elementary,Trinity,KK-08,139,7.349999905,20.86330032,66.90650177,40,5771.383789,13.27299976,0.0,680.0999756,672.2000122
368,66373,Pleasant Ridge Union Elementary,Nevada,KK-08,2089,102.7799988,2.51850009,14.0369997,318,4993.634766,16.3560009,0.1436093748,673.7999878,679.2999878
369,66852,Newcastle Elementary,Placer,KK-08,326,16.28000069,4.294499874,11.04290009,42,4854.038086,18.62599945,0.0,673.2999878,679.9000244
370,72470,Mesa Union Elementary,Ventura,KK-08,516,21.5,0.9689999819,27.71319962,50,4392.679688,23.7329998,11.04651165,680.5,673.2000122
371,71787,Weaverville Elementary,Trinity,KK-08,449,25.5,12.72729969,48.48479843,50,5884.432129,12.93400002,0.0,672.7999878,681.0999756
372,70078,North Cow Creek Elementary,Shasta,KK-08,297,15.35000038,2.356899977,4.040400028,70,4273.993164,13.90600014,0.0,679.0,675.5
373,66340,Nevada City Elementary,Nevada,KK-08,1579,80.23999786,5.555600166,21.78030014,165,5146.78418,15.42800045,0.06333122402,678.5,677.4000244
374,62893,Jacoby Creek Elementary,Humboldt,KK-08,383,20.45000076,6.005199909,10.18280029,49,5351.522949,15.38099957,0.0,682.9000244,673.2000122
375,70698,Fort Ross Elementary,Sonoma,KK-08,81,5.099999905,3.614500046,0.0,14,7667.571777,22.52899933,0.0,685.2999878,671.5
376,68080,Encinitas Union Elementary,San Diego,KK-06,5259,262.230011,2.395900011,19.09110069,701,5281.708984,23.80609894,15.05989742,679.0,678.5999756
377,65318,Dixie Elementary,Marin,KK-08,1960,108.9599991,1.941699982,3.730200052,223,5368.50293,24.60300064,1.479591846,684.0999756,674.7000122
378,69492,Lakeside Joint Elementary,Santa Clara,KK-06,151,8.899999619,2.648999929,8.60929966,31,6429.257324,36.17399979,2.649006605,676.7999878,682.2000122
379,64600,Hermosa Beach City Elementary,Los Angeles,KK-08,946,49.16999817,2.17840004,6.535299778,310,5387.458984,33.45500183,1.47991538,683.0999756,676.2000122
380,70896,Rincon Valley Union Elementary,Sonoma,KK-06,2707,141.0200043,5.1395998,19.23080063,300,5235.774902,20.4802227,4.469892979,678.7000122,680.7999878
381,66233,Washington Union Elementary,Monterey,KK-08,919,46.88999939,1.049299955,0.0,141,4829.896484,20.13400078,0.3264417946,680.2000122,679.4000244
382,70623,Bennett Valley Union Elementary,Sonoma,KK-06,945,46.0,4.239900112,10.65149975,216,5088.708008,19.3465004,2.539682627,685.7000122,674.4000244
383,69500,Loma Prieta Joint Union Elemen,Santa Clara,KK-08,738,39.70199966,0.0,0.6775000095,220,5390.118164,36.17399979,0.5420054197,684.2000122,676.7000122
384,70789,Kenwood Elementary,Sonoma,KK-06,164,10.51000023,2.352900028,12.94120026,35,6588.430664,22.86333466,11.58536625,682.7999878,679.7999878
385,70797,Liberty Elementary,Sonoma,KK-06,167,10.92000008,0.5207999945,11.45829964,29,6196.694824,17.70899963,11.37724495,680.7999878,681.7999878
386,71142,Knights Ferry Elementary,Stanislaus,KK-08,125,7.079999924,4.0,14.39999962,25,4645.413086,14.17700005,0.0,688.5,674.7000122
387,65334,Kentfield Elementary,Marin,KK-08,1091,62.06000137,0.5367000103,0.5367000103,113,6489.928711,41.0929985,1.37488544,689.7999878,674.0
388,69104,Ballard Elementary,Santa Barbara,KK-06,134,6.0,0.7462999821,3.731300116,27,5094.958984,21.95700073,2.238806009,681.7999878,682.5
389,70839,Oak Grove Union Elementary,Sonoma,KK-08,600,32.0,2.694099903,29.31850052,55,4841.958496,16.06399918,5.333333492,680.0,684.9000244
390,75002,Ross Valley Elementary,Marin,KK-08,1803,99.59999847,1.924200058,3.621999979,283,6315.3125,25.73699951,2.773155928,685.5999756,679.5
391,69773,Mountain Elementary,Santa Cruz,KK-06,158,7.800000191,13.75,16.25,15,5399.383301,20.47400093,0.0,687.2999878,678.0
392,68882,Burlingame Elementary,San Mateo,KK-08,2392,127.2200012,1.421399951,6.270899773,439,5429.473633,35.81000137,17.72575188,682.4000244,684.2999878
393,70003,Grant Elementary,Shasta,KK-08,526,28.02000046,3.992399931,11.40680027,33,5644.286133,13.56700039,0.0,684.5,682.2999878
394,69757,Happy Valley Elementary,Santa Cruz,KK-06,141,6.909999847,10.07190037,9.352499962,44,6060.256836,20.0890007,0.0,680.4000244,688.2000122
395,69732,Bonny Doon Union Elementary,Santa Cruz,KK-06,235,12.60000038,4.660999775,5.932199955,30,5319.553711,18.28300095,0.425531894,688.5,680.2000122
396,61812,Walnut Creek Elementary,Contra Costa,KK-08,3280,158.3999939,2.752300024,7.859300137,406,4819.903809,25.23971558,6.067073345,682.2000122,687.4000244
397,69211,Hope Elementary,Santa Barbara,KK-06,1254,57.0,1.582299948,12.5,0,5208.226074,25.06299973,10.12759113,686.2000122,683.7000122
398,65367,Larkspur Elementary,Marin,KK-08,948,53.56000137,1.793200016,1.898699999,155,5859.964844,30.62849998,3.375527382,692.2000122,679.9000244
399,69419,Cupertino Union Elementary,Santa Clara,KK-08,15228,708.8300171,1.715399981,4.690899849,2232,4962.736816,27.47521591,8.648542404,683.0999756,690.2999878
400,69781,Pacific Elementary,Santa Cruz,KK-06,81,4.849999905,13.25300026,20.48189926,21,7614.379395,30.84000015,12.34567928,693.7999878,681.2999878
401,69526,Los Gatos Union Elementary,Santa Clara,KK-08,2768,141.3999939,0.4481000006,2.792099953,540,5566.467773,34.15950012,1.589595318,691.5999756,686.5999756
402,69252,Montecito Union Elementary,Santa Barbara,KK-06,535,31.0,0.07999999821,0.7200000286,84,7039.949219,43.22999954,1.495327115,693.5,688.5999756
403,68387,Solana Beach Elementary,San Diego,KK-06,2542,146.3000031,0.8260999918,9.677399635,404,6604.063965,27.94775009,10.38552284,687.7000122,695.0
404,68965,Menlo Park City Elementary,San Mateo,KK-08,1940,111.8199997,0.4124000072,3.917500019,265,6180.148926,49.93899918,6.134020329,693.7000122,690.0999756
405,65425,Reed Union Elementary,Marin,KK-08,1059,65.12000275,0.8499000072,1.416399956,272,6460.657227,55.32799911,2.266288996,695.9000244,692.0
406,65391,Mill Valley Elementary,Marin,KK-08,2340,132.1999969,1.581200004,2.435899973,403,6415.35498,35.48099899,2.47863245,693.5999756,694.9000244
407,61713,Lafayette Elementary,Contra Costa,KK-08,3469,172.3399963,0.0,0.1733999997,496,5230.876953,34.30099869,0.8936292529,697.9000244,691.7000122
408,68056,Del Mar Union Elementary,San Diego,KK-06,2106,115.3000031,1.709400058,2.611599922,300,5838.171875,38.62857056,2.421652317,695.0999756,695.2999878
409,69088,Woodside Elementary,San Mateo,KK-08,478,32.86999893,0.0,0.0,112,7711.506836,35.34199905,3.765690327,701.2999878,689.2999878
410,61747,Moraga Elementary,Contra Costa,KK-08,1885,98.41999817,0.05059999973,0.3032999933,241,5592.765137,31.05200005,1.962864757,697.4000244,695.7000122
411,61770,Orinda Union Elementary,Contra Costa,KK-08,2422,139.4700012,0.0,0.1238999963,466,5933.154297,40.26399994,0.5780346394,699.0999756,697.2999878
412,68908,Hillsborough City Elementary,San Mateo,KK-08,1318,87.05999756,0.1517000049,0.0,412,7593.405762,35.81000137,2.807283878,695.4000244,701.0999756
413,69161,Cold Spring Elementary,Santa Barbara,KK-06,220,12.32999992,0.4544999897,0.0,22,6500.449707,43.22999954,1.363636374,693.2999878,703.5999756
414,68981,Portola Valley Elementary,San Mateo,KK-08,687,44.59000015,0.3048999906,0.0,209,7217.263184,50.67699814,1.164483309,698.2999878,699.9000244
415,69682,Saratoga Union Elementary,Santa Clara,KK-08,2341,124.0899963,0.1709000021,0.59799999,286,5392.638672,40.40200043,2.050405741,698.9000244,701.7000122
416,68957,Las Lomitas Elementary,San Mateo,KK-08,984,59.72999954,0.1015999988,3.556900024,195,7290.338867,28.71699905,5.995934963,700.9000244,707.7000122
417,69518,Los Altos Elementary,Santa Clara,KK-08,3724,208.4799957,1.074100018,1.503800035,721,5741.462891,41.73410797,4.726100922,704.0,709.5
418,72611,Somis Union Elementary,Ventura,KK-08,441,20.14999962,3.563499928,37.19380188,45,4402.831543,23.7329998,24.26303864,648.2999878,641.7000122
419,72744,Plumas Elementary,Yuba,KK-08,101,5.0,11.88119984,59.40589905,14,4776.336426,9.951999664,2.970297098,667.9000244,676.5
420,72751,Wheatland Elementary,Yuba,KK-08,1778,93.40000153,6.923500061,47.57120132,313,5993.392578,12.50199986,5.005624294,660.5,651.0
