Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
690,0.0,0,0.27,0,1.0,2,1,0,0.32,0,0.7888889,0,1
691,0.0,0,0.09,1,1.0,1,1,0,0.2,0,0.7777778,0,1
692,0.0,0,0.19,1,1.0,1,1,0,0.27,0,0.79651165,0,1
693,1.0,0,0.11,0,,2,1,0,0.13,0,0.35416666,0,1
694,0.0,0,0.07,1,1.0,1,1,0,0.15,0,0.85714287,0,1
695,0.0,0,0.02,1,1.0,1,1,0,0.1,0,0.8,0,1
696,0.0,0,0.24,0,1.0,2,1,0,0.38,0,0.5629139,0,1
697,0.0,0,0.13,0,1.0,1,1,0,0.22,0,0.7938144,0,1
698,0.0,0,0.21,1,1.0,1,1,0,0.22,0,0.60335195,0,1
699,0.0,0,0.12,1,1.0,2,1,0,0.13,0,0.8,0,1
700,0.0,0,0.04,0,0.0,1,1,0,0.07,0,0.5121951,0,1
701,0.0,0,0.3,0,0.0,1,1,0,0.36,1,0.5910543,0,0
702,0.0,0,0.3,0,0.0,1,1,0,0.36,1,0.5910543,0,0
703,0.0,0,0.2447,0,1.0,1,1,0,0.2465,0,0.79565215,0,1
704,0.0,0,0.169,0,1.0,1,1,0,0.219,0,0.58181816,0,1
705,0.0,0,0.214,0,1.0,2,5,0,0.313,1,0.94285715,1,0
706,0.0,0,0.289,1,1.0,1,1,0,0.377,0,0.75301206,0,1
707,0.0,0,0.074,1,0.0,1,1,0,0.12100001,0,0.7671233,0,1
708,0.0,0,0.28,0,1.0,1,1,0,0.319,0,0.75409836,0,1
709,0.0,0,0.27899998,0,1.0,2,1,0,0.357,0,0.6977612,0,1
710,0.0,0,0.214,1,0.0,1,1,0,0.378,0,0.7614679,0,1
711,0.0,0,0.203,0,1.0,2,1,0,0.29299998,0,0.89772725,0,1
712,0.0,0,0.29700002,0,1.0,2,1,0,0.38099998,0,0.7718121,0,1
713,1.0,0,0.2,0,0.0,1,1,0,0.233,0,0.6859756,0,1
714,0.0,0,0.271,0,0.0,1,1,0,0.287,0,0.5555556,0,1
715,0.0,0,0.213,1,1.0,3,1,0,0.245,0,0.70422536,0,1
716,0.0,0,0.214,0,1.0,2,2,0,0.295,0,0.8974359,0,1
717,0.0,0,0.188,0,1.0,2,1,0,0.393,0,0.76642334,0,1
718,0.0,0,0.29,0,1.0,2,5,0,0.33,0,0.64935064,0,1
719,1.0,0,0.259,0,1.0,2,1,0,0.29799998,0,0.17857143,0,1
720,0.0,0,0.344,0,1.0,1,1,0,0.403,0,0.79810727,0,1
721,0.0,0,0.301,0,1.0,2,1,0,0.38599998,0,0.86206895,0,1
722,1.0,1,0.22299999,0,0.0,2,6,0,0.382,1,0.95,0,0
723,0.0,0,0.26700002,0,1.0,1,1,0,0.352,0,0.62761503,0,1
724,1.0,0,0.206,0,0.0,2,1,0,0.306,0,0.5714286,0,1
725,0.0,0,0.31129998,0,1.0,2,1,0,0.4001,0,0.76704544,0,1
726,0.0,0,0.23200001,0,1.0,2,1,0,0.27,0,0.9448819,0,1
727,0.0,0,0.23,0,0.0,2,1,0,0.385,0,0.8005391,0,1
728,0.0,0,0.177,0,1.0,2,1,0,0.21200001,0,0.8754864,0,1
729,0.0,0,0.11,0,1.0,1,2,0,0.175,0,0.7905405,0,1
730,1.0,0,0.2764,0,0.0,2,1,0,0.2996,0,0.42962962,0,1
731,0.0,0,0.252,0,1.0,1,1,0,0.258,0,0.75,0,1
732,0.0,0,0.261,0,1.0,1,1,0,0.266,0,0.41152263,0,1
733,0.0,0,0.155,0,0.0,1,1,0,0.24299999,0,0.58436215,0,1
734,0.0,0,0.133,0,1.0,1,5,0,0.155,0,0.8,0,1
735,0.0,0,0.125,0,1.0,1,2,0,0.3,0,0.8,0,1
736,0.0,0,0.312,0,1.0,3,1,0,0.39900002,0,0.57471263,0,1
737,0.0,0,0.22780001,0,0.0,2,1,0,0.2474,0,0.79735684,0,1
738,0.0,1,0.0,1,1.0,1,5,0,0.395,0,0.78431374,0,1
739,1.0,0,0.2,0,0.0,2,1,0,0.36,0,0.8,0,1
740,0.0,0,0.43,1,1.0,1,1,0,0.43,1,0.64231735,0,0
741,0.0,0,0.19,0,1.0,1,1,0,0.39,0,0.8,0,1
742,0.0,0,0.27,0,1.0,2,1,0,0.33,0,0.7586207,0,1
743,0.0,0,0.2,1,1.0,1,1,0,0.35,0,0.62068963,0,1
744,0.0,0,0.26,0,1.0,2,2,0,0.33,0,0.8,0,1
745,0.0,0,0.32,0,1.0,2,1,0,0.43,0,0.31609195,0,1
746,1.0,0,0.28,0,0.0,2,1,0,0.29,0,0.625,0,1
747,0.0,0,0.24,0,1.0,2,1,0,0.28,0,0.7835821,0,1
748,0.0,0,0.18,0,0.0,2,1,0,0.4,0,0.6041667,0,1
749,0.0,0,0.22,0,1.0,2,3,0,0.37,0,0.78688526,0,1
750,0.0,0,0.33,0,1.0,2,3,0,0.33,0,0.51282054,0,1
751,0.0,0,0.24,0,1.0,1,1,0,0.28,0,0.796875,0,1
752,0.0,0,0.31,0,1.0,1,1,0,0.36,0,0.63106793,0,1
753,0.0,0,0.18,1,0.0,1,1,1,0.45,0,0.87,0,1
754,0.0,0,0.13,0,1.0,1,1,0,0.3,0,0.5,0,1
755,1.0,0,0.21,1,0.0,1,1,0,0.38,0,0.3539823,0,1
756,0.0,0,0.29,0,0.0,1,1,0,0.29,0,0.33333334,0,1
757,0.0,0,0.31,1,1.0,1,1,0,0.33,0,0.5769231,0,1
758,0.0,0,0.21,0,1.0,1,1,1,0.21,0,0.46296296,0,1
759,0.0,1,0.22,0,1.0,2,1,0,0.31,0,0.7123288,0,1
760,0.0,1,0.19,0,0.0,2,1,0,0.19,0,0.6633663,0,1
761,1.0,1,0.36,0,0.0,2,2,0,0.36,0,0.6111111,0,1
762,1.0,1,0.28,0,1.0,2,1,0,0.35,0,0.6883721,0,1
763,0.0,1,0.28,0,0.0,2,5,0,0.37,0,0.8873239,0,1
764,1.0,0,0.28,0,0.0,2,2,0,0.34,0,0.7923077,0,1
765,0.0,0,0.27,0,1.0,2,2,0,0.33,0,0.8,0,1
766,1.0,0,0.3,0,0.0,2,1,0,0.31,0,0.4702381,0,1
767,1.0,0,0.3458,0,0.0,1,1,0,0.3458,0,0.5652174,0,1
768,0.0,1,0.32,1,1.0,2,2,0,0.42,0,0.9409091,0,1
769,0.0,1,0.28,0,0.0,2,5,0,0.38,0,1.0,0,1
770,1.0,1,0.26,0,0.0,2,2,0,0.35,0,0.61538464,0,1
771,1.0,0,0.27,0,0.0,2,3,0,0.33,0,0.6057692,0,1
772,0.0,1,0.24,0,1.0,2,3,0,0.24,0,0.88461536,0,1
773,1.0,1,0.23969999,0,0.0,2,1,0,0.2809,0,0.8761905,0,1
774,1.0,0,0.32,0,0.0,2,1,0,0.32,0,0.7322835,0,1
775,1.0,1,0.1,0,1.0,1,2,0,0.16,0,0.72,0,1
776,0.0,1,0.13,1,1.0,1,1,0,0.25,0,0.8,0,1
777,1.0,0,0.32,1,0.0,2,1,0,0.35,0,0.8,0,1
778,1.0,1,0.3,0,0.0,2,1,0,0.38,0,0.5235294,0,1
779,1.0,1,0.31,0,0.0,2,1,0,0.32,0,0.8095238,0,1
780,1.0,1,0.23,0,0.0,2,2,0,0.35,0,0.77272725,0,1
781,1.0,1,0.2,0,0.0,2,1,0,0.27,0,0.7214612,0,1
782,0.0,1,0.22,0,1.0,2,1,0,0.25,0,0.9047619,0,1
783,0.0,1,0.22,0,1.0,2,3,0,0.29,0,1.013986,0,1
784,1.0,1,0.2712,0,0.0,2,4,0,0.2712,0,0.64761907,0,1
785,1.0,1,0.27,0,0.0,2,1,0,0.32,0,0.84761906,0,1
786,1.0,1,0.19,0,0.0,2,2,0,0.31,0,0.7714286,0,1
787,1.0,1,0.23,0,0.0,2,2,0,0.37,0,0.81904763,0,1
788,1.0,1,0.58,0,0.0,2,4,0,0.58,0,0.81904763,0,1
789,1.0,1,0.27,0,1.0,2,2,0,0.33,0,0.8598131,0,1
790,0.0,1,0.12,0,0.0,1,2,0,0.16,0,0.840625,0,1
791,1.0,1,0.31,0,0.0,2,3,0,0.38,0,0.8,0,1
792,0.0,1,0.31,0,1.0,2,3,0,0.34,0,0.72727275,0,1
793,0.0,1,0.26,0,1.0,2,2,0,0.39,1,0.93437153,0,0
794,0.0,1,0.2,0,1.0,2,1,0,0.45,1,0.9484536,0,0
795,0.0,1,0.41,0,0.0,2,1,0,0.51,1,0.9411765,0,0
796,0.0,1,0.33,0,1.0,2,6,1,0.43,1,0.7943925,0,0
797,1.0,1,0.27,0,0.0,2,6,0,0.31,1,0.8095238,1,0
798,0.0,1,0.33,0,0.0,2,4,0,0.46,1,0.31578946,0,0
799,1.0,1,0.24,0,0.0,2,5,1,0.24,1,0.9782609,0,0
800,1.0,1,0.19,0,1.0,1,2,0,0.22,0,1.95,1,1
801,0.0,1,0.19,0,1.0,1,2,0,0.22,1,0.95,1,0
802,,1,0.05,0,0.0,2,1,0,0.18,1,0.1875,0,0
803,0.0,0,0.31,0,0.0,2,2,0,0.66,1,0.9025641,0,0
804,0.0,1,0.24,0,1.0,2,3,0,0.59,1,0.9411765,1,0
805,1.0,1,0.32,0,0.0,2,3,1,0.35,1,0.9405941,1,0
806,1.0,1,0.51,0,0.0,2,4,0,0.52,1,0.9496403,1,0
807,0.0,1,0.27,0,1.0,2,3,0,0.42,1,0.87857145,1,0
808,0.0,1,0.34,0,1.0,2,3,1,0.41,1,0.9938734,1,0
809,,1,0.33,0,1.0,2,1,0,0.49,1,0.62376237,1,0
810,1.0,1,0.36,0,1.0,2,2,0,0.46,1,0.71428573,0,0
811,0.0,1,0.19,0,0.0,2,1,0,0.25,1,0.448,0,0
812,1.0,1,0.28,0,0.0,2,5,1,0.39,1,0.75268817,1,0
813,0.0,0,0.34,0,1.0,2,5,0,0.41,1,0.859375,1,0
814,1.0,1,0.26,0,0.0,2,4,0,0.26,1,0.75,0,0
815,0.0,1,0.25,0,0.0,2,5,0,0.36,1,0.85,0,0
816,1.0,1,0.34,0,0.0,2,5,0,0.39,1,0.89709765,0,0
817,,1,0.26,0,0.0,2,5,1,0.36,1,0.85714287,0,0
818,0.0,1,0.237,0,0.0,2,6,1,0.253,1,0.8173077,1,0
819,1.0,1,0.49,0,0.0,2,5,0,0.83,1,0.9455782,0,0
820,0.0,1,0.23,0,1.0,2,1,0,0.34,1,0.9764706,1,0
821,0.0,0,0.26,0,1.0,2,1,0,0.26,0,0.5521472,0,1
822,1.0,0,0.23,1,0.0,2,2,0,0.28,1,0.83076924,1,0
823,0.0,0,0.28,0,0.0,2,1,0,0.34,1,0.8035714,0,0
824,0.0,0,0.23,0,0.0,1,1,0,0.37,0,0.6967213,0,1
825,0.0,0,0.18,1,1.0,1,2,0,0.23,1,0.6083916,0,0
826,0.0,0,0.26,0,1.0,2,1,0,0.31,0,0.8181818,0,1
827,0.0,0,0.27,0,1.0,1,1,0,0.36,0,0.6460177,0,1
828,0.0,0,0.4,0,1.0,2,1,0,0.41,0,0.7346939,0,1
829,0.0,0,0.3,0,0.0,2,1,0,0.31,0,0.7983871,0,1
830,0.0,0,0.4,0,1.0,1,2,0,0.44,0,0.6735751,0,1
831,0.0,0,0.28,0,1.0,1,2,0,0.37,0,0.2247191,0,1
832,0.0,0,0.31,0,1.0,1,1,0,0.39,0,0.5,0,1
833,0.0,0,0.28,0,1.0,1,3,0,0.38,0,0.6666667,0,1
834,1.0,0,0.21,0,0.0,1,3,0,0.45,0,0.30769232,0,1
835,0.0,0,0.31,0,1.0,2,1,0,0.34,0,0.6369427,0,1
836,1.0,0,0.22,0,0.0,1,3,0,0.34,0,0.8,0,1
837,1.0,0,0.32,0,1.0,2,1,0,0.36,0,0.669967,0,1
838,0.0,0,0.47,0,1.0,2,6,1,0.54,1,0.95614034,0,0
839,0.0,0,0.22,0,1.0,1,1,0,0.35,0,0.8,0,1
840,0.0,0,0.22,0,1.0,2,5,0,0.33,0,0.7953488,0,1
841,0.0,0,0.3,0,1.0,1,1,0,0.35,0,0.7953488,0,1
842,0.0,0,0.28,0,1.0,3,1,0,0.31,0,0.65284973,0,1
843,0.0,0,0.22,0,1.0,2,3,0,0.25,1,0.797546,0,0
844,0.0,0,0.27,0,1.0,2,6,0,0.37,0,0.8115942,1,1
845,0.0,0,0.26,0,1.0,2,1,0,0.27,0,0.8939394,0,1
846,0.0,0,0.2,0,1.0,1,1,0,0.27,0,0.42647058,0,1
847,0.0,0,0.28,0,1.0,2,1,0,0.36,0,0.79310346,0,1
848,0.0,0,0.18,0,1.0,1,1,0,0.21,0,0.6,0,1
849,0.0,0,0.23,0,0.0,2,1,0,0.3,0,0.9,0,1
850,0.0,0,0.26,0,1.0,2,6,0,0.34,0,0.87857145,0,1
851,0.0,0,0.24,1,1.0,2,1,0,0.29,0,0.795,0,1
852,0.0,0,0.22,0,0.0,2,6,0,0.4,0,0.944,0,1
853,0.0,0,0.23,0,1.0,2,1,0,0.3,0,0.73125,0,1
854,0.0,0,0.26,0,0.0,2,1,0,0.26,0,0.18852459,0,1
855,0.0,0,0.28,0,1.0,1,1,0,0.28,0,0.9028571,0,1
856,0.0,0,0.23,0,1.0,1,5,0,0.39,0,0.6557377,0,1
857,0.0,0,0.157,0,1.0,1,1,0,0.22,0,0.8874172,0,1
858,0.0,0,0.221,0,1.0,2,1,0,0.28100002,0,0.58928573,0,1
859,1.0,0,0.303,0,1.0,2,5,0,0.35,0,0.88387096,0,1
860,0.0,0,0.276,0,1.0,1,1,0,0.36200002,0,0.94736844,0,1
861,0.0,0,0.2125,0,0.0,1,1,0,0.3448,0,0.9,0,1
862,0.0,0,0.276,1,1.0,1,1,0,0.36400002,0,0.92574257,0,1
863,0.0,0,0.173,0,1.0,2,1,0,0.176,0,0.7644445,0,1
864,1.0,0,0.3172,0,1.0,2,1,0,0.374,0,0.93333334,0,1
865,0.0,0,0.342,0,1.0,1,2,0,0.35900003,0,0.84210527,0,1
866,1.0,0,0.254,0,0.0,2,1,0,0.284,0,0.35751295,0,1
867,0.0,0,0.3175,0,0.0,2,1,0,0.3361,0,0.7924528,0,1
868,0.0,1,0.171,0,1.0,1,5,1,0.255,0,0.79148936,0,1
869,0.0,0,0.3008,0,0.0,2,2,0,0.3111,0,0.9,0,1
870,0.0,0,0.269,0,1.0,2,1,0,0.32599998,0,0.9302326,0,1
871,1.0,0,0.3075,0,0.0,2,1,0,0.32810003,0,0.79710144,0,1
872,0.0,0,0.3,0,1.0,1,1,0,0.38,0,0.738255,0,1
873,0.0,0,0.313,0,1.0,2,1,0,0.322,0,0.8,0,1
874,0.0,0,0.21200001,0,1.0,2,5,0,0.316,1,0.6617647,0,0
875,1.0,0,0.221,0,0.0,2,1,0,0.225,0,0.96629214,0,1
876,0.0,0,0.2169,0,0.0,2,1,0,0.2236,0,0.9431818,0,1
877,0.0,0,0.22299999,0,0.0,2,1,0,0.22299999,0,0.6875,0,1
878,1.0,0,0.11,0,0.0,2,2,0,0.169,0,0.9431818,0,1
879,1.0,0,0.371,1,0.0,2,2,0,0.42200002,0,0.70520234,0,1
880,0.0,0,0.1989,0,1.0,1,1,0,0.32619998,0,0.3846154,0,1
881,0.0,0,0.282,0,1.0,1,1,0,0.319,0,0.5,0,1
882,1.0,0,0.32,1,0.0,2,1,0,0.44,0,0.6503497,0,1
883,0.0,1,0.266,0,1.0,2,6,0,0.382,0,0.8,0,1
884,0.0,0,0.245,0,1.0,2,1,0,0.304,0,0.8795181,0,1
885,1.0,0,0.18,1,0.0,1,2,1,0.34,0,0.29411766,0,1
886,0.0,0,0.215,0,0.0,2,2,0,0.322,0,0.78723407,0,1
887,0.0,0,0.319,0,1.0,2,1,0,0.379,0,0.7948718,0,1
888,0.0,0,0.44,1,1.0,1,1,1,0.65,0,0.5714286,0,1
889,1.0,0,0.3116,0,0.0,2,6,0,0.319,0,0.5833333,0,1
890,0.0,0,0.299,0,1.0,2,1,0,0.4075,0,0.70434785,0,1
891,0.0,0,0.295,0,0.0,2,1,0,0.35919997,0,0.8730159,0,1
892,0.0,0,0.1451,0,1.0,1,1,0,0.19559999,0,0.5625,0,1
893,1.0,0,0.27,0,0.0,2,6,0,0.296,0,0.69948184,0,1
894,0.0,0,0.299,0,0.0,1,1,0,0.357,0,0.92156863,0,1
895,0.0,0,0.21700001,0,0.0,2,1,0,0.36200002,0,0.9478261,0,1
896,1.0,0,0.278,0,0.0,2,5,0,0.306,0,0.7118644,0,1
897,1.0,0,0.256,0,0.0,2,1,0,0.275,0,0.9,0,1
898,0.0,0,0.3023,0,1.0,1,1,0,0.3074,0,0.5753846,0,1
899,0.0,0,0.26299998,1,0.0,1,1,0,0.324,0,0.75438595,0,1
900,0.0,0,0.22799999,0,1.0,1,1,0,0.22799999,0,0.29069766,0,1
901,0.0,1,0.3071,0,1.0,1,1,0,0.3749,0,0.8784314,0,1
902,0.0,0,0.241,0,1.0,1,1,0,0.403,0,0.52444446,0,1
903,0.0,0,0.16600001,0,1.0,1,2,0,0.45400003,0,0.6666667,0,1
904,0.0,0,0.16700001,0,1.0,1,1,0,0.278,0,0.5116279,0,1
905,0.0,0,0.2514,0,1.0,1,1,0,0.2873,0,0.7619048,0,1
906,0.0,0,0.21200001,0,1.0,2,1,0,0.266,0,0.89,0,1
907,0.0,0,0.269,0,0.0,2,1,0,0.33400002,0,0.89047617,0,1
908,0.0,0,0.17,0,0.0,2,2,0,0.174,0,0.42988506,0,1
909,0.0,0,0.268,0,1.0,2,1,0,0.333,0,0.775,0,1
910,0.0,0,0.33,0,1.0,1,1,0,0.333,0,0.4642857,0,1
911,1.0,1,0.282,0,1.0,2,1,0,0.382,0,0.837037,0,1
912,0.0,0,0.145,0,1.0,1,1,0,0.16399999,0,0.32409012,0,1
913,1.0,0,0.236,0,0.0,2,1,0,0.241,0,0.6976744,0,1
914,0.0,0,0.285,0,0.0,2,1,0,0.29700002,0,0.6185567,0,1
915,1.0,0,0.29700002,0,0.0,2,1,0,0.32299998,0,0.61538464,0,1
916,0.0,0,0.15,0,1.0,1,2,0,0.29,0,0.7741935,0,1
917,0.0,0,0.269,0,1.0,2,1,0,0.341,0,0.86875,0,1
918,1.0,0,0.402,0,0.0,1,2,0,0.414,0,0.7677419,0,1
919,0.0,0,0.189,0,1.0,2,2,0,0.266,0,0.89440995,0,1
920,0.0,0,0.2486,0,0.0,2,4,0,0.2594,0,0.66511625,0,1
921,0.0,0,0.2651,1,1.0,1,1,0,0.48990002,0,0.6327014,0,1
922,0.0,0,0.131,0,1.0,1,1,0,0.266,0,0.5479452,0,1
923,0.0,0,0.218,0,1.0,2,1,0,0.221,0,0.7581967,0,1
924,0.0,0,0.3155,0,1.0,2,1,0,0.4037,0,0.8,0,1
925,0.0,0,0.21,0,1.0,1,1,0,0.21,0,0.47619048,0,1
926,1.0,0,0.275,0,0.0,2,2,0,0.304,0,0.8,0,1
927,1.0,1,0.304,0,0.0,2,2,0,0.38900003,0,0.7837838,0,1
928,0.0,0,0.276,0,1.0,2,1,0,0.375,0,0.7798742,0,1
929,0.0,0,0.283,0,0.0,2,1,0,0.32299998,0,0.70886075,0,1
930,0.0,0,0.278,0,1.0,2,2,0,0.319,0,0.46666667,0,1
931,1.0,0,0.285,0,1.0,1,6,0,0.30200002,0,0.77446806,0,1
932,0.0,0,0.337,0,0.0,2,1,0,0.3614,0,0.82,0,1
933,1.0,0,0.289,0,1.0,2,1,0,0.3,0,0.88387096,0,1
934,0.0,0,0.133,0,1.0,1,1,0,0.20899999,0,0.72727275,0,1
935,1.0,1,0.276,0,0.0,1,6,1,0.401,0,0.88095236,0,1
936,0.0,0,0.062,0,1.0,2,6,1,0.33,0,0.7986111,0,1
937,0.0,0,0.288,0,1.0,1,1,0,0.304,0,0.6666667,0,1
938,0.0,0,0.131,0,1.0,2,1,0,0.146,0,0.7682119,0,1
939,0.0,0,0.26,0,0.0,2,1,0,0.37,0,0.89041096,0,1
940,0.0,0,0.24,0,1.0,1,1,0,0.24,0,0.6304348,0,1
941,0.0,0,0.15,0,1.0,1,1,0,0.21,0,0.21052632,0,1
942,1.0,0,0.22,0,1.0,2,2,0,0.26,0,0.7972028,0,1
943,0.0,1,0.31,0,0.0,1,2,0,0.38,0,0.75555557,0,1
944,0.0,0,0.26,0,1.0,2,2,0,0.26,0,0.7848101,0,1
945,0.0,0,0.14,1,1.0,1,3,1,0.18,0,0.5543478,0,1
946,0.0,0,0.22,0,1.0,2,1,0,0.24,0,0.5681818,0,1
947,1.0,0,0.27,0,0.0,2,4,0,0.28,0,0.90909094,0,1
948,0.0,0,0.09,0,1.0,2,1,1,0.25,0,0.82954544,0,1
949,1.0,0,0.45,0,0.0,2,1,0,0.45,0,0.5037037,0,1
950,1.0,0,0.29,0,0.0,2,1,0,0.3,0,0.72,0,1
951,0.0,0,0.27,0,1.0,2,5,0,0.34,0,0.84246576,0,1
952,0.0,0,0.28,0,0.0,2,6,0,0.3,0,0.75,0,1
953,1.0,0,0.25,0,0.0,1,1,0,0.28,0,0.736,0,1
954,0.0,0,0.27,0,1.0,1,1,0,0.38,0,0.6334842,0,1
955,0.0,0,0.31,0,1.0,2,6,0,0.34,1,0.8,0,0
956,0.0,0,0.28,0,1.0,2,3,0,0.35,0,0.90797544,0,1
957,0.0,0,0.3,0,0.0,2,1,0,0.33,0,0.8,0,1
958,0.0,0,0.31,0,0.0,2,1,0,0.32,0,0.86178863,0,1
959,0.0,0,0.2,0,0.0,2,1,0,0.22,0,0.777027,0,1
960,0.0,0,0.23,0,0.0,2,5,0,0.3,0,0.8,0,1
961,0.0,0,0.25,0,1.0,1,1,0,0.26,0,0.537037,0,1
962,0.0,0,0.29,0,0.0,1,3,0,0.34,0,0.73170733,0,1
963,1.0,0,0.25,0,0.0,2,1,0,0.28,0,0.78651685,0,1
964,1.0,0,0.31,1,0.0,2,2,0,0.33,0,0.9,0,1
965,0.0,0,0.35,0,1.0,2,1,0,0.4,0,0.9125,0,1
966,0.0,0,0.26,0,1.0,2,1,0,0.26,0,0.8518519,0,1
967,0.0,0,0.2,0,1.0,1,1,0,0.2,0,0.46370968,0,1
968,1.0,1,0.28,0,0.0,2,1,0,0.34,0,0.8684211,0,1
969,0.0,0,0.25,0,1.0,2,5,0,0.33,0,0.3773585,0,1
970,0.0,0,0.25,0,1.0,2,1,0,0.35,0,0.9477612,0,1
971,0.0,0,0.25,0,0.0,2,2,0,0.36,0,0.94736844,0,1
972,1.0,0,0.28,0,0.0,2,1,0,0.32,0,0.5736842,0,1
973,0.0,0,0.25,0,1.0,2,2,0,0.32,0,0.49,0,1
974,0.0,0,0.21,1,1.0,2,1,0,0.22,0,0.8913044,0,1
975,0.0,0,0.27,0,1.0,1,2,0,0.28,0,0.48085105,0,1
976,0.0,0,0.26,0,1.0,2,1,0,0.28,0,0.9492754,0,1
977,1.0,0,0.3,0,0.0,2,1,0,0.31,0,0.74358976,0,1
978,0.0,0,0.23,0,1.0,1,3,0,0.37,0,0.78571427,0,1
979,0.0,1,0.29,0,1.0,2,5,0,0.32,0,0.90983605,0,1
980,0.0,0,0.23,0,1.0,2,1,0,0.39,0,0.5054348,0,1
981,0.0,0,0.25,0,1.0,1,2,0,0.39,0,0.89880955,0,1
982,0.0,0,0.12,0,0.0,2,1,0,0.18,0,0.5579399,0,1
983,1.0,0,0.18,0,0.0,1,1,0,0.38,1,0.8731343,1,0
984,1.0,0,0.33,0,0.0,2,2,0,0.38,0,0.7969925,0,1
985,1.0,0,0.26,0,0.0,2,2,0,0.26,0,0.7395833,0,1
986,0.0,0,0.31,1,0.0,1,3,1,0.36,0,0.92276424,0,1
987,0.0,0,0.24,0,0.0,2,1,0,0.27,0,0.22,0,1
988,0.0,0,0.24,1,1.0,2,1,0,0.24,0,0.6925926,0,1
989,,0,0.17,0,1.0,1,1,0,0.25,0,0.6448276,0,1
990,0.0,0,0.24,0,0.0,2,1,0,0.28,0,0.7962963,0,1
991,0.0,0,0.28,0,1.0,2,1,0,0.39,0,0.47619048,0,1
992,0.0,0,0.3,0,1.0,2,2,0,0.38,0,0.6933333,0,1
993,0.0,0,0.13,0,1.0,2,1,0,0.15,0,0.21428572,0,1
994,0.0,0,0.14,0,1.0,2,1,0,0.23,0,0.84615386,0,1
995,0.0,0,0.19,1,1.0,2,6,0,0.2,0,0.83928573,0,1
996,0.0,0,0.26,1,1.0,3,5,0,0.32,0,0.902027,0,1
997,0.0,0,0.2,0,1.0,2,3,0,0.35,0,0.8,0,1
998,0.0,0,0.46,0,0.0,2,1,0,0.46,0,0.7714286,0,1
999,0.0,0,0.16,0,1.0,2,2,0,0.21,0,0.8924731,0,1
1000,0.0,0,0.25,0,1.0,2,1,0,0.31,0,0.9027027,0,1
1001,0.0,0,0.26,1,0.0,2,1,0,0.29,0,0.8,0,1
1002,0.0,1,0.26,0,0.0,2,1,0,0.31,0,0.9047619,0,1
1003,0.0,0,0.2,1,1.0,2,1,0,0.33,0,0.8,0,1
1004,0.0,0,0.2,0,1.0,2,1,0,0.33,0,0.8,0,1
1005,0.0,0,0.27,0,1.0,1,1,0,0.43,0,0.5,0,1
1006,0.0,0,0.32,0,1.0,2,2,0,0.37,0,0.775,0,1
1007,1.0,0,0.31,0,0.0,1,2,0,0.34,0,0.7746479,0,1
1008,1.0,0,0.42,0,0.0,2,1,0,0.43,1,0.8881579,1,0
1009,0.0,0,0.35,0,0.0,2,1,0,0.36,1,0.8355263,0,0
1010,0.0,0,0.72,0,1.0,2,1,0,0.78,1,0.9,0,0
1011,1.0,0,0.17,0,0.0,1,1,0,0.38,0,0.6875,0,1
1012,0.0,0,0.31,0,1.0,1,1,0,0.37,0,0.6493056,0,1
1013,0.0,0,0.31,0,1.0,1,1,0,0.37,0,0.14930555,0,1
1014,0.0,0,0.23,0,1.0,1,2,0,0.42,0,0.6545454,0,1
1015,0.0,0,0.25,0,1.0,1,2,0,0.33,0,0.7950311,0,1
1016,1.0,1,0.29,0,0.0,2,3,0,0.41,0,0.8525641,0,1
1017,0.0,1,0.32,0,1.0,2,1,0,0.38,0,0.7972028,0,1
1018,1.0,0,0.33,0,0.0,2,1,0,0.33,0,0.7741935,0,1
1019,0.0,0,0.38,1,0.0,2,4,0,0.39,0,0.8,0,1
1020,0.0,1,0.23,0,0.0,2,4,0,0.27,1,0.8,0,0
1021,1.0,1,0.24,0,0.0,2,5,1,0.63,1,0.7888889,0,0
1022,0.0,0,0.38,0,1.0,2,5,0,0.43,1,0.8037825,0,0
1023,1.0,1,0.23,0,0.0,2,3,1,0.33,0,0.8,0,1
1024,1.0,1,0.33,0,0.0,2,2,0,0.38,1,0.79844964,0,0
1025,1.0,1,0.18,0,1.0,2,5,0,0.37,1,0.8057554,0,0
1026,1.0,1,0.13,1,0.0,2,6,1,0.21,1,0.8041237,0,0
1027,1.0,1,0.21,0,0.0,2,3,0,0.21,0,0.8,0,1
1028,0.0,1,0.18,0,1.0,2,2,1,0.23,0,1.0,0,1
1029,1.0,0,0.36,1,0.0,2,1,0,0.57,1,1.0285715,0,0
1030,1.0,0,0.23,0,0.0,2,1,0,0.27,0,0.8,0,1
1031,0.0,0,0.23,0,1.0,2,1,0,0.33,0,1.0,0,1
1032,0.0,0,0.3,1,1.0,1,1,0,0.47,0,0.701559,0,1
1033,0.0,0,0.29,0,0.0,1,1,0,0.32,0,0.7359813,0,1
1034,0.0,0,0.23,0,1.0,1,6,0,0.29,0,0.91006714,0,1
1035,0.0,0,0.15,1,1.0,1,2,0,0.47,0,0.3939828,0,1
1036,0.0,0,0.3,0,1.0,1,2,0,0.53,0,0.6653226,0,1
